featureid	PC1	PC2	PC3	feature_id	TimePointInWeeks	Taxon	kingdom	phylum	class	order	family	genus	species	Confidence
205	-0.5432483535947531	-0.025220467191824983	-1.366143823702665	b89797007a8a912e076a26d9d01e7d6d	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9999991893444945
206	-0.5426125916780865	-0.025515916089273172	-1.3525783664944602	b89797007a8a912e076a26d9d01e7d6d	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9999991893444945
207	-0.5429579413633533	-0.024941632099315776	-1.3865602092759863	b89797007a8a912e076a26d9d01e7d6d	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9999991893444945
208	-0.543366225268272	-0.025637923469279882	-1.3673712536659404	b89797007a8a912e076a26d9d01e7d6d	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9999991893444945
209	-0.5400817588154462	-0.02477883880461913	-1.3580267826569528	b89797007a8a912e076a26d9d01e7d6d	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9999991893444945
210	-0.5188828248641405	-0.029165735588234484	-1.3413472832318731	492106d65d13feade3f768693872e83f	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
211	-0.5156436240474609	-0.029690695287913887	-1.338330267503197	492106d65d13feade3f768693872e83f	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
212	-0.5203843742482743	-0.028861451244542088	-1.3407452882900905	492106d65d13feade3f768693872e83f	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
213	-0.5241104907159012	-0.029223022379061773	-1.3382615536723321	492106d65d13feade3f768693872e83f	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
214	-0.5220864419082764	-0.028520212128020642	-1.3444833770872222	492106d65d13feade3f768693872e83f	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
215	-0.519693543966919	-0.029372335330268628	-1.3409700216141407	492106d65d13feade3f768693872e83f	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
216	-0.5389433672363129	-0.028320985267592143	-1.339259118267984	492106d65d13feade3f768693872e83f	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured_bacterium	0.9273902845907833
217	-0.5762248121634985	-0.0054958196668692715	-1.23139817965175	a5061f5eecd9cbee899a26a2d9578156	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
218	-0.5818165976900385	-0.0054060690742021794	-1.2810805027951995	a5061f5eecd9cbee899a26a2d9578156	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
219	-0.5736327091761353	-0.005547842136789129	-1.2413114548607893	a5061f5eecd9cbee899a26a2d9578156	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
220	-0.5672003682028346	-0.005486025537087718	-1.2822120390735827	a5061f5eecd9cbee899a26a2d9578156	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
221	-0.5706944543889106	-0.0056061826398176445	-1.179754952588428	a5061f5eecd9cbee899a26a2d9578156	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
222	-0.574825279500484	-0.00546049800445641	-1.237610687403583	a5061f5eecd9cbee899a26a2d9578156	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
223	-0.5415945879694213	-0.005640243785481934	-1.2657847708540062	a5061f5eecd9cbee899a26a2d9578156	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.9690782942672586
224	-0.5226865168713624	-0.021924674100759087	-1.3216441994674644	6521f34e85eb9034e3bd9d4e58dff50a	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
225	-0.5200331058703414	-0.02226158264560328	-1.3280710032363232	6521f34e85eb9034e3bd9d4e58dff50a	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
226	-0.5239165201591861	-0.02172939054753608	-1.3229265604853104	6521f34e85eb9034e3bd9d4e58dff50a	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
227	-0.5269687910697687	-0.021961439607422174	-1.328217376456382	6521f34e85eb9034e3bd9d4e58dff50a	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
228	-0.5253107792092195	-0.02151039016662804	-1.3149637371757097	6521f34e85eb9034e3bd9d4e58dff50a	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
229	-0.5233506223429878	-0.022057265647303363	-1.3224478367715868	6521f34e85eb9034e3bd9d4e58dff50a	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
230	-0.5391192318616399	-0.021382530386759534	-1.3260923786175975	6521f34e85eb9034e3bd9d4e58dff50a	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.999999999937631
231	-0.5097533653702621	-0.02167411987562786	-1.3145915261534042	f5e7b0432a0779c0c404e9453474c530	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
232	-0.5051081767964696	-0.022004521499978943	-1.3243987232936487	f5e7b0432a0779c0c404e9453474c530	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
233	-0.5119066681251414	-0.021482607952937473	-1.3165483880336315	f5e7b0432a0779c0c404e9453474c530	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
234	-0.5172501199886113	-0.021710175307606272	-1.324622086426677	f5e7b0432a0779c0c404e9453474c530	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
235	-0.5143475248961543	-0.021267837260140164	-1.3043972502676722	f5e7b0432a0779c0c404e9453474c530	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
236	-0.5109159802638463	-0.02180415060065358	-1.3158178634984112	f5e7b0432a0779c0c404e9453474c530	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
237	-0.5385212644555725	-0.021142446914290486	-1.3213793745784428	f5e7b0432a0779c0c404e9453474c530	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9867633586570614
238	-0.5432510855761631	-0.02409450183112978	-1.3775485458093515	89ac816e1adcc50ad5c7985a54e62222	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
239	-0.5437647330246201	-0.024487761038262296	-1.357180023410327	89ac816e1adcc50ad5c7985a54e62222	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
240	-0.5430129814716195	-0.023866555533887557	-1.3734843484174541	89ac816e1adcc50ad5c7985a54e62222	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
241	-0.5424221226997906	-0.02413741666431348	-1.3567161215520138	89ac816e1adcc50ad5c7985a54e62222	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
242	-0.5427430807275349	-0.02361092557888763	-1.3987209902653004	89ac816e1adcc50ad5c7985a54e62222	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
243	-0.5431225280022043	-0.02424927037964074	-1.3750015714472235	89ac816e1adcc50ad5c7985a54e62222	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
244	-0.5400700396987134	-0.0234616802230642	-1.3634508947976032	89ac816e1adcc50ad5c7985a54e62222	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_Bacteroidales	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_Bacteroidales	0.8812108570239966
245	-0.5092937860749516	-0.03063432183234839	-1.376360474265265	6fdea71750c1a50d78e7d08969f45fd9	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
246	-0.5045778197225773	-0.03119742087660571	-1.3565614024835484	6fdea71750c1a50d78e7d08969f45fd9	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
247	-0.5114798982590248	-0.030307930638471422	-1.372409901203515	6fdea71750c1a50d78e7d08969f45fd9	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
248	-0.516904767194557	-0.03069577062009937	-1.35611047010797	6fdea71750c1a50d78e7d08969f45fd9	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
249	-0.5139579458603656	-0.02994189983554734	-1.3969409925456593	6fdea71750c1a50d78e7d08969f45fd9	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
250	-0.5104741154914678	-0.030855931448008952	-1.3738847066453037	6fdea71750c1a50d78e7d08969f45fd9	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
251	-0.538500015695046	-0.02972819875570028	-1.3626569567067914	6fdea71750c1a50d78e7d08969f45fd9	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group	nan	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	nan	0.9554820396833765
252	-0.5150271312237426	-0.014877565411023572	-1.3162691768038406	20cf13f228f8d16b499e9493dd2ee208	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
253	-0.5111941320494261	-0.015031459776296701	-1.3252722647948736	20cf13f228f8d16b499e9493dd2ee208	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
254	-0.5168039391079416	-0.01478836304755893	-1.3180655921753324	20cf13f228f8d16b499e9493dd2ee208	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
255	-0.5212131135161097	-0.014894359298855884	-1.3254773139961744	20cf13f228f8d16b499e9493dd2ee208	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
256	-0.5188180235394547	-0.01468832722142694	-1.306910747326831	20cf13f228f8d16b499e9493dd2ee208	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
257	-0.5159864683650373	-0.014938131081465234	-1.3173949646172092	20cf13f228f8d16b499e9493dd2ee208	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
258	-0.5387650983028249	-0.014629922945346839	-1.3225004777317726	20cf13f228f8d16b499e9493dd2ee208	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	nan	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nan	0.9999999982467178
259	-0.5444783482376083	-0.021963681105450498	-1.383804759445275	549ecc3f98d4770a128be868c8f1a7f7	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
260	-0.5451810009911342	-0.022301602666451453	-1.3604375921121816	549ecc3f98d4770a128be868c8f1a7f7	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
261	-0.5441526296826229	-0.0217678103739039	-1.3791422326958758	549ecc3f98d4770a128be868c8f1a7f7	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
262	-0.5433443543875396	-0.02200055715858927	-1.3599053948257522	549ecc3f98d4770a128be868c8f1a7f7	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
263	-0.543783414374381	-0.021548151502946884	-1.4080942018879172	549ecc3f98d4770a128be868c8f1a7f7	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
264	-0.5443024857202337	-0.022096671328077508	-1.3808828206346426	549ecc3f98d4770a128be868c8f1a7f7	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
265	-0.5401267824864373	-0.021419907274465282	-1.3676316584347248	549ecc3f98d4770a128be868c8f1a7f7	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	nan	0.9276619133442018
266	-0.5795857599993078	-0.005826565675163516	-1.4048062558014236	b5fd958c94be2774cec38e5b7dd9d7a0	14.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
267	-0.585695150266042	-0.00574540459232512	-1.3713729311532061	b5fd958c94be2774cec38e5b7dd9d7a0	9.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
268	-0.5767537184830145	-0.005873609375546473	-1.3981351960075008	b5fd958c94be2774cec38e5b7dd9d7a0	12.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
269	-0.5697259665872948	-0.005817708884863767	-1.3706114728043848	b5fd958c94be2774cec38e5b7dd9d7a0	11.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
270	-0.5735434835566111	-0.005926366446652334	-1.439559155163725	b5fd958c94be2774cec38e5b7dd9d7a0	18.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
271	-0.5780566793167932	-0.00579462444465027	-1.4006255980663396	b5fd958c94be2774cec38e5b7dd9d7a0	6.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
272	-0.5417499822102709	-0.005957167797180281	-1.381666072443026	b5fd958c94be2774cec38e5b7dd9d7a0	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	nan	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	uncultured_bacterium	0.8406015185743118
273	-0.5397807535086352	-0.02246588073244661	-1.350526260807669	d8f099d313df42c4bd55367dfcba5b1e	14.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
274	-0.5397599504342182	-0.022816844472412313	-1.3431096998893042	d8f099d313df42c4bd55367dfcba5b1e	9.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
275	-0.5397903968883905	-0.02226245031418686	-1.3490464103329625	d8f099d313df42c4bd55367dfcba5b1e	12.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
276	-0.5398143270744299	-0.022504180027367073	-1.3429407845244623	d8f099d313df42c4bd55367dfcba5b1e	11.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
277	-0.5398013280538839	-0.022034313646495798	-1.3582355448206203	d8f099d313df42c4bd55367dfcba5b1e	18.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
278	-0.5397859601786692	-0.022604003750622166	-1.3495988596862631	d8f099d313df42c4bd55367dfcba5b1e	6.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
279	-0.539909588051299	-0.021901119795462443	-1.3453930417411997	d8f099d313df42c4bd55367dfcba5b1e	3.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	nan	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	nan	0.9998243144911592
